date,temp,rain,sunshine,insolation,solar,div_solar,cloud_amount,cloud_level,cloud_ceiling,snow,dust_pm25,dust_pm10
2018-02-11 12:00,-2.4,0,1,1.83,1198800,1198.8,1,1,18,0,59,16
2018-02-11 13:00,-1.8,0,1,1.94,1074000,1074,5,5,10,0,50,9
2018-02-11 14:00,-2.1,0,1,1.68,746400,746.4,9,2,10,0,55,11
2018-02-11 15:00,-2.5,0,0.4,1,354000,354,9,7,13,0,56,8
2018-02-11 16:00,-3.5,0,0.1,0.54,150000,150,10,4,7,0,47,4
2018-02-11 17:00,-3.9,0,0,0.36,4800,4.8,10,8,9,0,40,6
2018-02-11 18:00,-5.3,0.8,0,0.04,0,0,10,7,2,0.6,30,7
2018-02-11 19:00,-6.5,0,0,0,0,0,7,7,3,1.7,29,6
2018-02-11 20:00,-7.1,0,0,0,0,0,5,1,7,1.7,31,10
2018-02-11 21:00,-5.9,0.7,0,0,0,0,10,6,2,1.7,35,8
2018-02-11 22:00,-6.1,0,0,0,0,0,7,7,6,2.5,51,12
2018-02-11 23:00,-7.2,0,0,0,0,0,0,2,0,2.5,58,9
2018-02-12 0:00,-7.3,0.4,0,0,0,0,0,0,0,2.5,58,13
2018-02-12 1:00,-7.8,0,0,0,0,0,0,0,0,2.5,41,10
2018-02-12 2:00,-7.9,0,0,0,0,0,0,0,0,2.5,36,8
2018-02-12 3:00,-8.9,0,0,0,0,0,0,0,0,2.5,31,11
2018-02-12 4:00,-10.9,0,0,0,0,0,0,0,0,2.4,27,11
2018-02-12 5:00,-12.2,0,0,0,0,0,0,0,0,2.4,31,15
2018-02-12 6:00,-12.3,0,0,0,0,0,0,0,0,2.4,35,21
2018-02-12 7:00,-12.8,0,0,0,0,0,0,0,0,2.4,30,22
2018-02-12 8:00,-11.3,0,0.1,0.04,10800,10.8,0,0,0,2.4,45,32
2018-02-12 9:00,-9,0,0.6,0.36,79200,79.2,4,0,0,2.4,91,60
2018-02-12 10:00,-7.1,0,0.8,0.83,331200,331.2,7,7,14,2.3,64,42
2018-02-12 11:00,-4.8,0,0.3,1,735600,735.6,8,8,9,2.2,62,42
2018-02-12 12:00,-3.2,0,0.7,1.3,1011600,1011.6,5,5,11,1.8,56,37
2018-02-12 13:00,-2.6,0,1,1.86,1144800,1144.8,3,3,11,0.8,48,20
2018-02-12 14:00,-2.1,0,1,1.93,954000,954,4,4,11,0,45,19
2018-02-12 15:00,-2.5,0,1,1.56,684000,684,1,1,10,0,48,18
2018-02-12 16:00,-2.6,0,1,1.24,324000,324,1,1,10,0,51,20
2018-02-12 17:00,-3.7,0,1,0.75,69600,69.6,0,0,0,0,45,13
2018-02-12 18:00,-4.7,0,0.8,0.21,1200,1.2,0,0,0,0,38,10
2018-02-12 19:00,-5.1,0,0,0,0,0,0,0,0,0,35,9
2018-02-12 20:00,-4.8,0,0,0,0,0,8,8,11,0,45,17
2018-02-12 21:00,-4.2,0,0,0,0,0,9,9,8,0,53,10
2018-02-12 22:00,-4.9,0,0,0,0,0,10,7,3,1.5,42,15
2018-02-12 23:00,-4.7,0,0,0,0,0,10,7,3,2.3,33,12
2018-02-13 0:00,-5.7,1,0,0,0,0,6,6,3,2.3,47,11
2018-02-13 1:00,-8,0,0,0,0,0,0,0,0,2.3,49,11
2018-02-13 2:00,-8.7,0,0,0,0,0,0,2,17,2.3,56,19
2018-02-13 3:00,-10.1,0,0,0,0,0,0,0,0,2.3,56,20
2018-02-13 4:00,-10.4,0,0,0,0,0,0,0,0,2.3,56,26
2018-02-13 5:00,-10.4,0,0,0,0,0,0,0,0,2.3,49,15
2018-02-13 6:00,-10.9,0,0,0,0,0,0,0,0,2.3,54,21
2018-02-13 7:00,-11.1,0,0,0,0,0,0,0,0,2.3,97,61
2018-02-13 8:00,-8.8,0,0.2,0.04,26400,26.4,0,0,0,2.3,130,96
2018-02-13 9:00,-6.7,0,1,0.36,208800,208.8,0,0,0,2.3,70,36
2018-02-13 10:00,-3.9,0,1,0.65,914400,914.4,0,0,0,2,65,38
2018-02-13 11:00,-1.8,0,1,1.03,1148400,1148.4,0,0,0,1.3,57,32
2018-02-13 12:00,0.7,0,1,1.96,1168800,1168.8,0,0,0,0,50,25
2018-02-13 13:00,2.6,0,1,2,1117200,1117.2,0,0,0,0,44,13
2018-02-13 14:00,3.5,0,1,1.83,946800,946.8,3,3,13,0,47,16
2018-02-13 15:00,4.2,0,1,1.35,670800,670.8,5,5,13,0,48,13
2018-02-13 16:00,4.4,0,1,1.21,325200,325.2,2,2,14,0,50,14
2018-02-13 17:00,3.8,0,1,0.73,42000,42,7,7,13,0,47,11
2018-02-13 18:00,2.9,0,0.4,0.16,0,0,6,6,13,0,44,9
2018-02-13 19:00,1.5,0,0,0,0,0,0,7,14,0,44,11
2018-02-13 20:00,0.8,0,0,0,0,0,0,5,13,0,41,11
2018-02-13 21:00,0.3,0,0,0,0,0,0,0,0,0,46,14
2018-02-13 22:00,0.2,0,0,0,0,0,0,0,0,0,45,13
2018-02-13 23:00,0.4,0,0,0,0,0,0,8,10,0,46,12
2018-02-14 0:00,-0.9,0,0,0,0,0,1,1,0,0,57,22
2018-02-14 1:00,-1.7,0,0,0,0,0,0,0,0,0,51,19
2018-02-14 2:00,-1.9,0,0,0,0,0,0,0,10,0,56,25
2018-02-14 3:00,-2.9,0,0,0,0,0,0,0,0,0,59,25
2018-02-14 4:00,-3.4,0,0,0,0,0,0,0,0,0,55,24
2018-02-14 5:00,-3.1,0,0,0,0,0,8,8,27,0,48,19
2018-02-14 6:00,0.2,0,0,0,0,0,10,10,27,0,50,16
2018-02-14 7:00,1.3,0,0,0,0,0,10,10,26,0,59,25
2018-02-14 8:00,1.9,0,0,0.02,40800,40.8,9,9,10,0,59,27
2018-02-14 9:00,3.1,0,0,0.19,211200,211.2,7,4,10,0,55,22
2018-02-14 10:00,5.3,0,0.5,0.54,139200,139.2,6,6,9,0,60,23
2018-02-14 11:00,7.9,0,0.5,0.75,610800,610.8,10,6,7,0,72,25
2018-02-14 12:00,7.8,0,0.1,0.58,592800,592.8,10,9,7,0,84,36
2018-02-14 13:00,8.1,0,0,0.57,626400,626.4,9,8,7,0,90,37
2018-02-14 14:00,7.9,0,0.8,1.19,631200,631.2,5,5,6,0,105,51
2018-02-14 15:00,8.3,0,1,1.12,434400,434.4,3,0,0,0,122,63
2018-02-14 16:00,6.2,0,0.3,0.71,190800,190.8,8,0,0,0,112,62
2018-02-14 17:00,5,0,0,0.39,52800,52.8,9,0,0,0,93,51
2018-02-14 18:00,3.5,0,0,0.12,1200,1.2,5,0,0,0,81,49
2018-02-14 19:00,2.5,0,0,0,0,0,0,9,54,0,77,46
2018-02-14 20:00,1.7,0,0,0,0,0,0,9,50,0,64,39
2018-02-14 21:00,0.9,0,0,0,0,0,7,0,0,0,66,37
2018-02-14 22:00,0.5,0,0,0,0,0,0,0,0,0,63,37
2018-02-14 23:00,0.4,0,0,0,0,0,0,5,59,0,56,28
2018-02-15 0:00,0,0,0,0,0,0,8,0,0,0,43,21
2018-02-15 1:00,-0.6,0,0,0,0,0,0,8,44,0,41,17
2018-02-15 2:00,-1,0,0,0,0,0,0,9,0,0,50,23
2018-02-15 3:00,-1.1,0,0,0,0,0,6,0,0,0,36,13
2018-02-15 4:00,-1.6,0,0,0,0,0,3,0,0,0,35,11
2018-02-15 5:00,-2.2,0,0,0,0,0,1,0,0,0,32,9
2018-02-15 6:00,-3,0,0,0,0,0,0,0,0,0,32,11
2018-02-15 7:00,-3.5,0,0,0,0,0,0,0,0,0,34,10
2018-02-15 8:00,-3.2,0,0.3,0.05,87600,87.6,0,0,0,0,33,11
2018-02-15 9:00,-0.2,0,1,0.47,272400,272.4,0,0,0,0,36,11
2018-02-15 10:00,0.3,0,1,1.03,1003200,1003.2,0,0,0,0,34,17
2018-02-15 11:00,2,0,1,1.56,1219200,1219.2,2,0,0,0,35,15
2018-02-15 12:00,3.8,0,1,1.89,1192800,1192.8,4,0,0,0,38,18
2018-02-15 13:00,4.5,0,1,2.05,1122000,1122,4,0,0,0,41,16
2018-02-15 14:00,4.5,0,1,1.84,932400,932.4,5,0,0,0,43,15
2018-02-15 15:00,4,0,1,1.61,590400,590.4,7,0,0,0,39,9
2018-02-15 16:00,2.4,0,1,1.11,316800,316.8,8,0,0,0,45,11
2018-02-15 17:00,1.3,0,1,0.73,86400,86.4,7,0,0,0,43,10
2018-02-15 18:00,-0.2,0,0.5,0.25,2400,2.4,7,0,0,0,40,9
2018-02-15 19:00,-0.9,0,0,0,0,0,0,0,0,0,34,4
2018-02-15 20:00,-1.5,0,0,0,0,0,0,0,0,0,31,3
2018-02-15 21:00,-1.5,0,0,0,0,0,3,0,0,0,31,3
2018-02-15 22:00,-2.2,0,0,0,0,0,0,5,71,0,31,9
2018-02-15 23:00,-2.5,0,0,0,0,0,0,1,75,0,35,9
2018-02-16 0:00,-3,0,0,0,0,0,3,0,0,0,37,13
2018-02-16 1:00,-5,0,0,0,0,0,0,4,66,0,35,11
2018-02-16 2:00,-5.1,0,0,0,0,0,0,0,60,0,38,23
2018-02-16 3:00,-4.7,0,0,0,0,0,3,0,0,0,39,19
2018-02-16 4:00,-5.5,0,0,0,0,0,6,0,0,0,39,24
2018-02-16 5:00,-5.9,0,0,0,0,0,6,0,0,0,37,19
2018-02-16 6:00,-6.1,0,0,0,0,0,5,0,0,0,38,23
2018-02-16 7:00,-7,0,0,0,0,0,2,0,0,0,39,22
2018-02-16 8:00,-5.6,0,0,0.03,91200,91.2,6,0,0,0,38,26
2018-02-16 9:00,-2.9,0,0.9,0.44,272400,272.4,6,0,0,0,48,30
2018-02-16 10:00,-0.2,0,1,1,963600,963.6,5,0,0,0,56,42
2018-02-16 11:00,1.6,0,1,1.43,1048800,1048.8,5,0,0,0,65,45
2018-02-16 12:00,3.9,0,1,1.67,1077600,1077.6,5,0,0,0,60,44
2018-02-16 13:00,4,0,1,1.84,1024800,1024.8,4,0,0,0,36,15
2018-02-16 14:00,4.9,0,1,1.79,834000,834,7,0,0,0,32,13
2018-02-16 15:00,4,0,1,1.48,574800,574.8,8,0,0,0,37,16
2018-02-16 16:00,3.7,0,1,1.09,309600,309.6,8,0,0,0,39,16
2018-02-16 17:00,2.1,0,1,0.65,82800,82.8,7,0,0,0,33,15
2018-02-16 18:00,1,0,0.6,0.2,2400,2.4,1,1,10,0,32,14
2018-02-16 19:00,0.2,0,0,0,0,0,0,0,0,0,30,11
2018-02-16 20:00,-0.7,0,0,0,0,0,0,0,0,0,28,13
2018-02-16 21:00,-1.1,0,0,0,0,0,0,0,0,0,39,21
2018-02-16 22:00,-0.6,0,0,0,0,0,0,8,0,0,76,56
2018-02-16 23:00,-1.3,0,0,0,0,0,0,0,0,0,68,45
2018-02-17 0:00,-2,0,0,0,0,0,0,0,0,0,55,40
2018-02-17 1:00,-2.6,0,0,0,0,0,0,0,0,0,40,13
2018-02-17 2:00,-3.3,0,0,0,0,0,0,0,0,0,37,8
2018-02-17 3:00,-3.9,0,0,0,0,0,0,0,0,0,44,5
2018-02-17 4:00,-4.5,0,0,0,0,0,0,0,0,0,48,7
2018-02-17 5:00,-5,0,0,0,0,0,0,0,0,0,53,4
2018-02-17 6:00,-5.7,0,0,0,0,0,0,0,0,0,52,6
2018-02-17 7:00,-6.1,0,0,0,0,0,0,0,0,0,54,6
2018-02-17 8:00,-5.6,0,0.4,0.07,98400,98.4,0,0,0,0,55,5
2018-02-17 9:00,-3.2,0,1,0.54,307200,307.2,0,0,0,0,56,8
2018-02-17 10:00,-2.5,0,1,1.13,1096800,1096.8,0,0,0,0,56,11
2018-02-17 11:00,-0.6,0,1,1.59,1246800,1246.8,0,0,0,0,53,10
2018-02-17 12:00,0.1,0,1,1.92,1262400,1262.4,0,0,0,0,50,6
2018-02-17 13:00,0.9,0,1,2.06,1188000,1188,0,0,0,0,53,8
2018-02-17 14:00,2.1,0,1,1.99,1005600,1005.6,0,0,0,0,57,10
2018-02-17 15:00,1.3,0,1,1.75,717600,717.6,0,0,0,0,50,5
2018-02-17 16:00,0.2,0,1,1.33,339600,339.6,0,0,0,0,41,4
2018-02-17 17:00,-0.5,0,1,0.7,91200,91.2,8,0,0,0,40,4
2018-02-17 18:00,-1.8,0,0,0.17,1200,1.2,8,0,0,0,35,1
2018-02-17 19:00,-2.3,0,0,0,0,0,0,7,60,0,35,2
2018-02-17 20:00,-2.7,0,0,0,0,0,0,8,53,0,36,6
2018-02-17 21:00,-3,0,0,0,0,0,4,0,0,0,31,5
2018-02-17 22:00,-2.9,0,0,0,0,0,0,9,0,0,30,8
2018-02-17 23:00,-2.9,0,0,0,0,0,0,8,43,0,22,5
2018-02-18 0:00,-3,0,0,0,0,0,2,0,0,0,23,7
2018-02-18 1:00,-3.7,0,0,0,0,0,0,4,42,0,28,8
2018-02-18 2:00,-3,0,0,0,0,0,0,8,37,0,29,9
2018-02-18 3:00,-3.2,0,0,0,0,0,9,0,0,0,30,6
2018-02-18 4:00,-3.2,0,0,0,0,0,9,0,0,0,28,9
2018-02-18 5:00,-3.6,0,0,0,0,0,4,0,0,0,30,10
2018-02-18 6:00,-4,0,0,0,0,0,3,0,0,0,29,11
2018-02-18 7:00,-4.6,0,0,0,0,0,6,0,0,0,32,11
2018-02-18 8:00,-4.2,0,0,0.02,63600,63.6,9,2,39,0,33,10
2018-02-18 9:00,-2.4,0,0,0.2,266400,266.4,8,0,0,0,34,12
2018-02-18 10:00,-1.1,0,0.2,0.64,559200,559.2,7,0,0,0,31,15
2018-02-18 11:00,0.4,0,0.3,0.92,624000,624,8,0,0,0,28,14
2018-02-18 12:00,1,0,1,1.17,794400,794.4,7,0,0,0,27,15
2018-02-18 13:00,3.5,0,0.8,1.37,576000,576,7,0,0,0,29,13
2018-02-18 14:00,4.2,0,0.3,1.16,712800,712.8,6,0,0,0,31,17
2018-02-18 15:00,5.3,0,1,1.27,336000,336,8,0,0,0,39,21
2018-02-18 16:00,4.7,0,0.7,0.93,243600,243.6,6,0,0,0,33,16
2018-02-18 17:00,3.9,0,0.3,0.54,87600,87.6,7,0,0,0,36,16
2018-02-18 18:00,1.9,0,0.4,0.21,1200,1.2,3,0,0,0,32,15
2018-02-18 19:00,0.2,0,0,0,0,0,0,0,0,0,32,15
2018-02-18 20:00,-0.6,0,0,0,0,0,0,0,0,0,45,18
2018-02-18 21:00,-1,0,0,0,0,0,5,0,0,0,39,19
2018-02-18 22:00,-1.1,0,0,0,0,0,0,4,68,0,36,23
2018-02-18 23:00,-1.4,0,0,0,0,0,0,3,0,0,38,22
2018-02-19 0:00,-2.1,0,0,0,0,0,8,3,0,0,41,28
2018-02-19 1:00,-1.9,0,0,0,0,0,0,7,21,0,41,24
2018-02-19 2:00,-2.5,0,0,0,0,0,0,4,66,0,39,27
2018-02-19 3:00,-3.1,0,0,0,0,0,9,0,0,0,42,25
2018-02-19 4:00,-3.2,0,0,0,0,0,9,0,0,0,43,35
2018-02-19 5:00,-3.1,0,0,0,0,0,5,0,0,0,40,25
2018-02-19 6:00,-3.6,0,0,0,0,0,3,0,0,0,38,32
2018-02-19 7:00,-3.2,0,0,0,2400,2.4,8,8,9,0,43,36
2018-02-19 8:00,-3,0,0,0.05,118800,118.8,8,2,9,0,55,45
2018-02-19 9:00,-0.3,0,0.8,0.42,348000,348,4,0,0,0,66,55
2018-02-19 10:00,2.7,0,1,0.94,798000,798,6,0,0,0,84,63
2018-02-19 11:00,4.5,0,1,1.43,853200,853.2,3,0,0,0,63,43
2018-02-19 12:00,6,0,0.8,1.51,523200,523.2,8,0,0,0,64,45
2018-02-19 13:00,6.8,0,0.1,1.15,412800,412.8,9,0,0,0,64,45
2018-02-19 14:00,6.7,0,0,0.88,426000,426,9,0,0,0,64,45
2018-02-19 15:00,6.4,0,0,0.87,435600,435.6,8,0,0,0,40,25
2018-02-19 16:00,6,0,0.5,0.88,230400,230.4,8,0,0,0,75,48
2018-02-19 17:00,4.5,0,0.2,0.47,68400,68.4,9,0,0,0,82,55
2018-02-19 18:00,3.2,0,0,0.14,2400,2.4,8,0,0,0,86,62
2018-02-19 19:00,2.1,0,0,0.01,0,0,0,0,53,0,94,72
2018-02-19 20:00,1.4,0,0,0,0,0,0,9,58,0,108,81
2018-02-19 21:00,-1,0,0,0,0,0,6,0,0,0,111,80
2018-02-19 22:00,-1.9,0,0,0,0,0,0,0,0,0,108,82
2018-02-19 23:00,-2,0,0,0,0,0,0,0,0,0,86,64
2018-02-20 0:00,-1.8,0,0,0,0,0,0,0,0,0,84,58
2018-02-20 1:00,-3,0,0,0,0,0,0,0,0,0,67,46
2018-02-20 2:00,-3.1,0,0,0,0,0,0,0,0,0,71,57
2018-02-20 3:00,-3.9,0,0,0,0,0,5,0,0,0,69,47
2018-02-20 4:00,-3.7,0,0,0,0,0,0,0,0,0,80,51
2018-02-20 5:00,-2.7,0,0,0,0,0,10,10,1,0,90,57
2018-02-20 6:00,-4.1,0,0,0,0,0,0,0,0,0,87,69
2018-02-20 7:00,-3.9,0,0,0,2400,2.4,10,10,5,0,85,59
2018-02-20 8:00,-3.8,0,0,0.01,104400,104.4,10,10,1,0,93,70
2018-02-20 9:00,-2.8,0.1,0,0.18,360000,360,10,10,1,0,146,92
2018-02-20 10:00,-2,0,0,0.44,806400,806.4,10,10,1,0,189,140
2018-02-20 11:00,1,0,0.8,0.94,920400,920.4,0,0,0,0,169,143
2018-02-20 12:00,5,0,1,1.55,999600,999.6,0,0,0,0,90,63
2018-02-20 13:00,6.1,0,1,1.69,939600,939.6,3,0,0,0,56,28
2018-02-20 14:00,7,0,1,1.74,801600,801.6,5,0,0,0,60,32
2018-02-20 15:00,6.9,0,1,1.44,492000,492,4,0,0,0,57,29
2018-02-20 16:00,5.5,0,0.9,0.92,214800,214.8,7,0,0,0,69,35
2018-02-20 17:00,4.2,0,0,0.42,62400,62.4,8,0,0,0,50,24
2018-02-20 18:00,2.9,0,0,0.12,1200,1.2,9,0,0,0,53,28
2018-02-20 19:00,2.4,0,0,0,0,0,0,8,61,0,59,20
2018-02-20 20:00,2.5,0,0,0,0,0,0,9,62,0,54,22
2018-02-20 21:00,1.7,0,0,0,0,0,9,0,0,0,57,27
2018-02-20 22:00,1.3,0,0,0,0,0,0,9,0,0,55,34
2018-02-20 23:00,0.7,0,0,0,0,0,0,9,63,0,40,16
2018-02-21 0:00,-0.4,0,0,0,0,0,9,0,0,0,38,18
2018-02-21 1:00,-1.1,0,0,0,0,0,0,9,70,0,34,15
2018-02-21 2:00,-2,0,0,0,0,0,0,7,71,0,33,20
2018-02-21 3:00,-2.5,0,0,0,0,0,0,0,0,0,30,16
2018-02-21 4:00,-2.9,0,0,0,0,0,0,0,0,0,34,21
2018-02-21 5:00,-3.4,0,0,0,0,0,0,0,0,0,37,23
2018-02-21 6:00,-3.5,0,0,0,0,0,4,0,0,0,35,24
2018-02-21 7:00,-4.3,0,0,0,2400,2.4,3,0,0,0,38,18
2018-02-21 8:00,-3.4,0,0.3,0.08,109200,109.2,3,0,0,0,39,24
2018-02-21 9:00,-1.3,0,1,0.52,382800,382.8,3,0,0,0,48,29
2018-02-21 10:00,0.2,0,1,1.08,908400,908.4,2,0,0,0,46,29
2018-02-21 11:00,1.5,0,1,1.56,996000,996,7,0,0,0,48,24
2018-02-21 12:00,2.3,0,1,1.56,890400,890.4,9,0,0,0,43,18
2018-02-21 13:00,3.5,0,0.9,1.6,1089600,1089.6,8,0,0,0,36,14
2018-02-21 14:00,4.1,0,1,1.9,976800,976.8,3,0,0,0,49,24
2018-02-21 15:00,5,0,1,1.71,703200,703.2,4,0,0,0,62,28
2018-02-21 16:00,4.4,0,1,1.39,379200,379.2,2,0,0,0,55,20
2018-02-21 17:00,2,0,1,0.85,84000,84,2,0,0,0,49,17
2018-02-21 18:00,0.5,0,1,0.28,2400,2.4,0,0,0,0,40,15
2018-02-21 19:00,-1,0,0,0.01,0,0,0,0,0,0,39,17
2018-02-21 20:00,-1.6,0,0,0,0,0,0,0,0,0,34,16
2018-02-21 21:00,-1.8,0,0,0,0,0,0,0,0,0,30,14
2018-02-21 22:00,-2.3,0,0,0,0,0,0,0,0,0,33,15
2018-02-21 23:00,-2.9,0,0,0,0,0,0,0,0,0,37,24
2018-02-22 0:00,-3.7,0,0,0,0,0,0,0,0,0,37,29
2018-02-22 1:00,-4.6,0,0,0,0,0,0,0,0,0,36,18
2018-02-22 2:00,-4.7,0,0,0,0,0,0,1,0,0,44,25
2018-02-22 3:00,-4.8,0,0,0,0,0,2,2,14,0,57,35
2018-02-22 4:00,-4.7,0,0,0,0,0,4,4,12,0,47,25
2018-02-22 5:00,-4,0,0,0,0,0,3,3,12,0,55,30
2018-02-22 6:00,-4.7,0,0,0,0,0,0,0,0,0,48,25
2018-02-22 7:00,-5.3,0,0,0,3600,3.6,8,8,11,0,46,25
2018-02-22 8:00,-3.9,0,0,0.04,115200,115.2,7,3,10,0,44,26
2018-02-22 9:00,-1.1,0,0.4,0.4,387600,387.6,1,1,10,0,55,33
2018-02-22 10:00,0.5,0,0.9,0.89,776400,776.4,9,9,9,0,58,34
2018-02-22 11:00,3.2,0,1,1.42,924000,924,5,5,10,0,53,31
2018-02-22 12:00,4.4,0,0.9,1.51,770400,770.4,6,6,11,0,52,32
2018-02-22 13:00,5.5,0,0.6,1.2,726000,726,8,8,11,0,55,32
2018-02-22 14:00,5.2,0,0,0.45,763200,763.2,10,7,12,0,66,36
2018-02-22 15:00,4.6,0,0.3,0.69,583200,583.2,10,6,12,0,68,37
2018-02-22 16:00,5,0,0.3,0.62,290400,290.4,8,8,12,0,57,34
2018-02-22 17:00,5.1,0,0.2,0.36,85200,85.2,8,8,11,0,57,34
2018-02-22 18:00,4.1,0,0.1,0.18,4800,4.8,5,5,10,0,57,34
2018-02-22 19:00,3,0,0,0.01,0,0,0,0,10,0,47,27
2018-02-22 20:00,2.4,0,0,0,0,0,0,4,11,0,41,25
2018-02-22 21:00,1.4,0,0,0,0,0,5,0,0,0,43,24
2018-02-22 22:00,1.1,0,0,0,0,0,0,3,32,0,43,26
2018-02-22 23:00,1.5,0,0,0,0,0,0,9,9,0,39,22
2018-02-23 0:00,1.4,0,0,0,0,0,10,7,8,0,38,20
2018-02-23 1:00,0.2,0,0,0,0,0,10,8,6,0.6,38,17
2018-02-23 2:00,1.3,0,0,0,0,0,10,7,8,1.7,58,30
2018-02-23 3:00,1.9,2.7,0,0,0,0,10,8,8,1.5,93,56
2018-02-23 4:00,2,0,0,0,0,0,10,8,8,1.3,100,69
2018-02-23 5:00,1.3,0,0,0,0,0,9,9,8,1,100,72
2018-02-23 6:00,0.5,0.1,0,0,0,0,4,4,7,1,96,72
2018-02-23 7:00,0,0,0,0,1200,1.2,10,10,4,1,99,61
2018-02-23 8:00,-0.3,0,0,0.05,74400,74.4,3,3,5,1,108,68
2018-02-23 9:00,1.4,0,0,0.3,313200,313.2,10,10,6,0.7,115,79
2018-02-23 10:00,3,0,0,0.69,668400,668.4,7,7,4,0.7,116,86
2018-02-23 11:00,4.5,0,0.2,1.04,756000,756,7,7,4,0.6,126,99
2018-02-23 12:00,6,0,0.4,1.14,744000,744,7,7,7,0,133,110
2018-02-23 13:00,7.9,0,0.9,1.51,716400,716.4,5,5,6,0,118,90
2018-02-23 14:00,9.1,0,0.7,1.31,480000,480,5,5,7,0,104,82
2018-02-23 15:00,9.5,0,0.6,0.99,139200,139.2,8,8,13,0,117,87
2018-02-23 16:00,8.7,0,0,0.34,147600,147.6,9,9,9,0,101,80
2018-02-23 17:00,8.7,0,0,0.35,76800,76.8,9,9,8,0,90,64
2018-02-23 18:00,7.9,0,0,0.19,0,0,8,8,8,0,86,64
2018-02-23 19:00,7.2,0,0,0,0,0,0,9,10,0,83,61
2018-02-23 20:00,6.7,0,0,0,0,0,0,10,8,0,87,58
2018-02-23 21:00,6.7,0,0,0,0,0,8,8,8,0,88,61
2018-02-23 22:00,6.5,0,0,0,0,0,0,10,0,0,87,60
2018-02-23 23:00,6,0,0,0,0,0,0,10,5,0,86,57
2018-02-24 0:00,5.4,0,0,0,0,0,8,8,0,0,90,57
2018-02-24 1:00,4.5,0,0,0,0,0,0,10,3,0,100,60
2018-02-24 2:00,3.9,0,0,0,0,0,0,9,3,0,103,63
2018-02-24 3:00,3.3,0,0,0,0,0,9,9,7,0,108,64
2018-02-24 4:00,2.8,0,0,0,0,0,6,6,7,0,110,70
2018-02-24 5:00,1.7,0,0,0,0,0,6,6,6,0,113,80
2018-02-24 6:00,1.2,0,0,0,0,0,2,2,7,0,88,73
2018-02-24 7:00,0.9,0,0,0,2400,2.4,5,0,0,0,100,72
2018-02-24 8:00,0.8,0,0,0.07,116400,116.4,7,0,0,0,117,85
2018-02-24 9:00,3,0,0.7,0.51,295200,295.2,7,0,0,0,117,77
2018-02-24 10:00,4,0,0.9,1.07,356400,356.4,8,0,0,0,97,65
2018-02-24 11:00,4,0,0.1,0.9,705600,705.6,9,0,0,0,66,42
2018-02-24 12:00,6.1,0,0.7,1.35,901200,901.2,9,0,0,0,61,44
2018-02-24 13:00,6.7,0,0.9,1.68,1039200,1039.2,8,0,0,0,62,44
2018-02-24 14:00,7.7,0,1,1.82,880800,880.8,3,0,0,0,67,47
2018-02-24 15:00,7,0,1,1.47,603600,603.6,6,0,0,0,66,46
2018-02-24 16:00,5.8,0,1,1.23,320400,320.4,8,0,0,0,67,45
2018-02-24 17:00,4,0,1,0.74,104400,104.4,6,0,0,0,52,35
2018-02-24 18:00,2.2,0,0.5,0.24,3600,3.6,8,0,0,0,46,29
2018-02-24 19:00,0.7,0,0,0.01,0,0,0,1,0,0,39,24
2018-02-24 20:00,0.3,0,0,0,0,0,0,0,0,0,40,28
2018-02-24 21:00,-0.3,0,0,0,0,0,1,0,0,0,34,21
2018-02-24 22:00,-1.2,0,0,0,0,0,0,0,0,0,35,28
2018-02-24 23:00,-1.6,0,0,0,0,0,0,0,0,0,40,30
2018-02-25 0:00,-1.6,0,0,0,0,0,8,0,0,0,33,25
2018-02-25 1:00,-1.2,0,0,0,0,0,0,4,29,0,39,27
2018-02-25 2:00,-0.8,0,0,0,0,0,0,9,25,0,55,42
2018-02-25 3:00,-0.5,0,0,0,0,0,9,9,30,0,44,31
2018-02-25 4:00,-0.7,0,0,0,0,0,8,8,30,0,48,40
2018-02-25 5:00,-0.9,0,0,0,0,0,9,9,30,0,49,41
2018-02-25 6:00,-1.3,0,0,0,0,0,6,6,30,0,53,45
2018-02-25 7:00,-2.2,0,0,0,0,0,8,3,10,0,57,45
2018-02-25 8:00,-1.2,0,0,0.03,72000,72,8,8,30,0,51,38
2018-02-25 9:00,0.8,0,0,0.26,256800,256.8,6,6,22,0,57,41
2018-02-25 10:00,2.6,0,0.7,0.86,675600,675.6,4,4,30,0,70,55
2018-02-25 11:00,4.6,0,1,1.35,1086000,1086,0,0,0,0,80,70
2018-02-25 12:00,6.1,0,1,1.73,1177200,1177.2,0,0,0,0,74,59
2018-02-25 13:00,7.9,0,1,2.01,1156800,1156.8,0,0,0,0,52,33
2018-02-25 14:00,8.3,0,1,2.08,1020000,1020,0,0,0,0,48,32
2018-02-25 15:00,7.4,0,1,1.9,754800,754.8,0,0,0,0,43,27
2018-02-25 16:00,6.2,0,1,1.48,398400,398.4,0,0,0,0,45,25
2018-02-25 17:00,4.7,0,1,0.92,91200,91.2,0,0,0,0,44,21
2018-02-25 18:00,2.8,0,1,0.34,3600,3.6,0,0,0,0,35,16
2018-02-25 19:00,1.2,0,0.2,0.01,0,0,0,0,0,0,31,13
2018-02-25 20:00,0.2,0,0,0,0,0,0,0,0,0,33,15
2018-02-25 21:00,-0.1,0,0,0,0,0,0,0,0,0,31,16
