date,temp,rain,sunshine,insolation,solar,div_solar,cloud_amount,cloud_level,cloud_ceiling,snow,dust_pm25,dust_pm10
2017-01-01 0:00,0.6,0,0,0,0,0,8,8,8,0,60,53
2017-01-01 1:00,0.1,0,0,0,0,0,0,4,7,0,62,48
2017-01-01 2:00,-1.1,0,0,0,0,0,0,7,8,0,59,50
2017-01-01 3:00,-1.9,0,0,0,0,0,0,0,0,0,61,50
2017-01-01 4:00,-2.5,0,0,0,0,0,0,0,0,0,63,53
2017-01-01 5:00,-2.5,0,0,0,0,0,0,0,0,0,62,48
2017-01-01 6:00,-2.6,0,0,0,0,0,4,4,10,0,62,54
2017-01-01 7:00,-1.9,0,0,0,0,0,7,7,8,0,57,44
2017-01-01 8:00,-1.5,0,0,0,22800,22.8,8,8,10,0,58,46
2017-01-01 9:00,-0.2,0,0,0.09,116400,116.4,9,9,10,0,58,45
2017-01-01 10:00,2.2,0,0,0.29,295200,295.2,9,9,11,0,60,48
2017-01-01 11:00,4.3,0,0.5,0.67,358800,358.8,2,2,11,0,62,49
2017-01-01 12:00,5.9,0,0.3,0.84,579600,579.6,7,7,8,0,66,53
2017-01-01 13:00,6.8,0,0.5,0.89,453600,453.6,7,7,8,0,74,57
2017-01-01 14:00,7.4,0,0.4,0.82,304800,304.8,8,8,7,0,62,47
2017-01-01 15:00,7.9,0,0.1,0.44,230400,230.4,9,9,8,0,58,39
2017-01-01 16:00,7.6,0,0.3,0.4,31200,31.2,8,8,10,0,50,32
2017-01-01 17:00,7.2,0,0,0.11,0,0,9,9,10,0,47,29
2017-01-01 18:00,5.2,0,0,0,0,0,8,8,12,0,49,30
2017-01-01 19:00,5.8,0,0,0,0,0,0,9,11,0,60,41
2017-01-01 20:00,5,0,0,0,0,0,0,9,12,0,69,49
2017-01-01 21:00,4.7,0,0,0,0,0,9,7,10,0,75,52
2017-01-01 22:00,4.9,0,0,0,0,0,0,10,10,0,77,61
2017-01-01 23:00,4.3,0,0,0,0,0,0,10,9,0,80,61
2017-01-02 0:00,4.2,0,0,0,0,0,10,6,0,0,79,66
2017-01-02 1:00,4.4,0,0,0,0,0,0,10,13,0,79,60
2017-01-02 2:00,3.5,0,0,0,0,0,0,7,10,0,78,62
2017-01-02 3:00,3.4,0,0,0,0,0,10,6,6,0,77,60
2017-01-02 4:00,3.8,0,0,0,0,0,10,5,6,0,78,63
2017-01-02 5:00,4.1,0,0,0,0,0,10,6,7,0,73,54
2017-01-02 6:00,3.8,0,0,0,0,0,10,6,8,0,69,55
2017-01-02 7:00,3.4,0,0,0,0,0,10,7,8,0,70,50
2017-01-02 8:00,3.7,0,0,0,8400,8.4,10,8,8,0,68,51
2017-01-02 9:00,4.1,0.6,0,0.03,160800,160.8,9,9,10,0,65,46
2017-01-02 10:00,4.7,0,0,0.17,181200,181.2,8,8,12,0,68,52
2017-01-02 11:00,5.7,0,0,0.38,273600,273.6,9,9,12,0,70,52
2017-01-02 12:00,6.9,0,0,0.42,580800,580.8,9,9,12,0,81,65
2017-01-02 13:00,9.5,0,0.8,0.93,478800,478.8,5,5,12,0,101,70
2017-01-02 14:00,9.5,0,1,1.18,265200,265.2,3,3,12,0,122,87
2017-01-02 15:00,9.3,0,1,0.94,72000,72,2,2,12,0,146,106
2017-01-02 16:00,8.2,0,0.5,0.66,30000,30,3,3,12,0,165,121
2017-01-02 17:00,6.9,0,0,0.21,0,0,4,4,12,0,163,117
2017-01-02 18:00,6.7,0,0,0.02,0,0,7,7,12,0,163,115
2017-01-02 19:00,6.7,0,0,0,0,0,0,10,8,0,171,124
2017-01-02 20:00,6.2,0,0,0,0,0,0,10,6,0,185,136
2017-01-02 21:00,5,0,0,0,0,0,8,8,7,0,186,135
2017-01-02 22:00,4.6,0,0,0,0,0,0,9,4,0,165,119
2017-01-02 23:00,3.9,0,0,0,0,0,0,10,4,0,143,101
2017-01-03 0:00,2.7,0,0,0,0,0,0,0,0,0,154,108
2017-01-03 1:00,1.9,0,0,0,0,0,0,0,0,0,153,105
2017-01-03 2:00,0.8,0,0,0,0,0,0,0,0,0,146,103
2017-01-03 3:00,-0.5,0,0,0,0,0,0,0,0,0,148,104
2017-01-03 4:00,-0.2,0,0,0,0,0,0,0,0,0,132,101
2017-01-03 5:00,-0.6,0,0,0,0,0,0,0,0,0,145,105
2017-01-03 6:00,-2.5,0,0,0,0,0,0,0,0,0,142,100
2017-01-03 7:00,-2.6,0,0,0,0,0,0,0,0,0,163,114
2017-01-03 8:00,-2.4,0,0,0,34800,34.8,0,0,0,0,164,104
2017-01-03 9:00,-0.1,0,0.6,0.19,193200,193.2,0,0,0,0,174,112
2017-01-03 10:00,2.4,0,1,0.6,321600,321.6,0,0,0,0,174,112
2017-01-03 11:00,4.5,0,1,1.05,800400,800.4,0,0,0,0,174,112
2017-01-03 12:00,6.6,0,1,1.28,883200,883.2,0,0,0,0,174,112
2017-01-03 13:00,6.8,0,1,1.32,696000,696,0,0,0,0,50,36
2017-01-03 14:00,7.8,0,1,1.25,660000,660,0,0,0,0,64,39
2017-01-03 15:00,7.6,0,1,1.1,463200,463.2,0,0,0,0,45,24
2017-01-03 16:00,6.1,0,1,0.75,147600,147.6,0,0,0,0,44,23
2017-01-03 17:00,5.2,0,0.9,0.27,4800,4.8,0,0,0,0,44,27
2017-01-03 18:00,3.9,0,0.1,0.02,0,0,0,0,0,0,40,30
2017-01-03 19:00,2.5,0,0,0,0,0,0,0,0,0,36,26
2017-01-03 20:00,0.4,0,0,0,0,0,0,0,0,0,73,55
2017-01-03 21:00,0,0,0,0,0,0,0,0,0,0,69,50
2017-01-03 22:00,-0.6,0,0,0,0,0,0,0,0,0,52,32
2017-01-03 23:00,-1.2,0,0,0,0,0,0,0,0,0,93,68
2017-01-04 0:00,-0.5,0,0,0,0,0,4,4,0,0,85,62
2017-01-04 1:00,0.4,0,0,0,0,0,0,6,6,0,76,54
2017-01-04 2:00,1,0,0,0,0,0,0,9,6,0,52,34
2017-01-04 3:00,1.7,0,0,0,0,0,8,8,8,0,69,41
2017-01-04 4:00,2.1,0,0,0,0,0,9,9,8,0,75,45
2017-01-04 5:00,1.8,0,0,0,0,0,6,6,8,0,86,59
2017-01-04 6:00,1.4,0,0,0,0,0,9,9,8,0,112,83
2017-01-04 7:00,0.3,0,0,0,0,0,3,3,8,0,99,67
2017-01-04 8:00,0.1,0,0,0,32400,32.4,3,3,8,0,105,79
2017-01-04 9:00,1.7,0,0,0.15,193200,193.2,0,0,0,0,125,96
2017-01-04 10:00,4.9,0,1,0.57,346800,346.8,0,0,0,0,128,94
2017-01-04 11:00,7.5,0,1,0.99,775200,775.2,0,0,0,0,105,68
2017-01-04 12:00,9,0,1,1.3,937200,937.2,0,0,0,0,116,83
2017-01-04 13:00,10,0,1,1.38,906000,906,0,0,0,0,119,81
2017-01-04 14:00,10.4,0,1,1.29,726000,726,0,0,0,0,91,63
2017-01-04 15:00,9.6,0,1,1.06,457200,457.2,0,0,0,0,69,42
2017-01-04 16:00,7.3,0,1,0.67,136800,136.8,2,0,0,0,68,42
2017-01-04 17:00,5.8,0,0.8,0.25,3600,3.6,3,0,0,0,79,52
2017-01-04 18:00,4.4,0,0.1,0.01,0,0,2,0,0,0,77,55
2017-01-04 19:00,3.7,0,0,0,0,0,0,0,0,0,72,41
2017-01-04 20:00,3.2,0,0,0,0,0,0,0,0,0,69,43
2017-01-04 21:00,1.9,0,0,0,0,0,0,0,0,0,57,33
2017-01-04 22:00,0.5,0,0,0,0,0,0,0,0,0,61,39
2017-01-04 23:00,0.2,0,0,0,0,0,0,0,0,0,67,42
2017-01-05 0:00,-1.2,0,0,0,0,0,0,0,0,0,72,49
2017-01-05 1:00,-1,0,0,0,0,0,0,0,0,0,70,49
2017-01-05 2:00,-1.3,0,0,0,0,0,0,2,71,0,73,53
2017-01-05 3:00,-1.3,0,0,0,0,0,7,0,0,0,84,48
2017-01-05 4:00,-1.4,0,0,0,0,0,9,0,0,0,71,49
2017-01-05 5:00,-1.1,0,0,0,0,0,9,0,0,0,77,48
2017-01-05 6:00,-1,0,0,0,0,0,9,0,0,0,65,45
2017-01-05 7:00,-0.6,0,0,0,0,0,9,0,0,0,68,50
2017-01-05 8:00,-0.1,0,0,0,24000,24,6,0,0,0,60,52
2017-01-05 9:00,1.6,0,0,0.12,157200,157.2,8,0,0,0,67,54
2017-01-05 10:00,4.4,0,0,0.38,196800,196.8,8,0,0,0,67,46
2017-01-05 11:00,5.3,0,0,0.52,238800,238.8,9,0,0,0,43,27
2017-01-05 12:00,6.3,0,0,0.59,307200,307.2,9,0,0,0,35,24
2017-01-05 13:00,7.6,0,0,0.71,267600,267.6,9,0,0,0,36,23
2017-01-05 14:00,8,0,0,0.63,196800,196.8,9,0,0,0,38,20
2017-01-05 15:00,8.2,0,0,0.46,110400,110.4,9,0,0,0,33,20
2017-01-05 16:00,8.1,0,0,0.25,63600,63.6,9,0,0,0,33,20
2017-01-05 17:00,7.9,0,0,0.13,2400,2.4,9,0,0,0,41,27
2017-01-05 18:00,7.3,0,0,0.01,0,0,9,0,0,0,38,26
2017-01-05 19:00,7.1,0,0,0,0,0,0,9,48,0,46,31
2017-01-05 20:00,7.1,0,0,0,0,0,0,9,44,0,44,31
2017-01-05 21:00,7.2,0,0,0,0,0,9,4,35,0,47,34
2017-01-05 22:00,6.7,0,0,0,0,0,0,1,19,0,38,28
2017-01-05 23:00,6.3,0,0,0,0,0,0,2,19,0,30,20
2017-01-06 0:00,5.8,0,0,0,0,0,7,3,0,0,19,14
2017-01-06 1:00,5.6,0,0,0,0,0,0,2,18,0,25,17
2017-01-06 2:00,5.3,0,0,0,0,0,0,4,17,0,34,24
2017-01-06 3:00,5.5,0,0,0,0,0,7,7,35,0,31,22
2017-01-06 4:00,5.2,0,0,0,0,0,7,4,16,0,24,17
2017-01-06 5:00,4.9,0,0,0,0,0,7,4,16,0,19,14
2017-01-06 6:00,5.1,0,0,0,0,0,8,8,16,0,18,16
2017-01-06 7:00,4.7,0,0,0,0,0,8,8,14,0,21,16
2017-01-06 8:00,4.6,0,0,0,32400,32.4,7,7,13,0,19,17
2017-01-06 9:00,5.1,0,0.3,0.16,189600,189.6,4,4,10,0,17,11
2017-01-06 10:00,6.3,0,1,0.66,306000,306,0,0,0,0,19,11
2017-01-06 11:00,8.1,0,1,1.06,670800,670.8,5,5,12,0,14,8
2017-01-06 12:00,8.8,0,1,1.25,825600,825.6,4,4,12,0,15,8
2017-01-06 13:00,9.2,0,0.9,1.33,853200,853.2,7,7,12,0,19,10
2017-01-06 14:00,11.1,0,0.6,1.07,570000,570,4,4,12,0,27,16
2017-01-06 15:00,10.8,0,1,1.04,380400,380.4,3,3,10,0,40,25
2017-01-06 16:00,9.3,0,0.8,0.47,106800,106.8,3,3,10,0,42,24
2017-01-06 17:00,8.7,0,0.4,0.19,7200,7.2,5,5,15,0,48,29
2017-01-06 18:00,6.9,0,0,0.02,0,0,1,1,15,0,58,40
2017-01-06 19:00,5.7,0,0,0,0,0,0,0,0,0,80,46
2017-01-06 20:00,4.2,0,0,0,0,0,0,0,0,0,69,41
2017-01-06 21:00,3.7,0,0,0,0,0,0,0,0,0,67,48
2017-01-06 22:00,2.2,0,0,0,0,0,0,0,0,0,65,47
2017-01-06 23:00,1.1,0,0,0,0,0,0,0,0,0,70,44
2017-01-07 0:00,0.7,0,0,0,0,0,0,0,0,0,143,111
2017-01-07 1:00,0.1,0,0,0,0,0,0,0,0,0,118,86
2017-01-07 2:00,-0.2,0,0,0,0,0,0,0,0,0,79,57
2017-01-07 3:00,-0.6,0,0,0,0,0,0,0,0,0,106,79
2017-01-07 4:00,-1,0,0,0,0,0,0,0,0,0,139,116
2017-01-07 5:00,-0.6,0,0,0,0,0,0,0,0,0,138,103
2017-01-07 6:00,-1.1,0,0,0,0,0,0,0,0,0,153,119
2017-01-07 7:00,-1.4,0,0,0,0,0,0,0,0,0,95,72
2017-01-07 8:00,-1,0,0,0,58800,58.8,4,0,0,0,132,98
2017-01-07 9:00,1,0,0.6,0.23,187200,187.2,7,7,35,0,97,60
2017-01-07 10:00,4,0,0.3,0.46,350400,350.4,7,3,35,0,79,57
2017-01-07 11:00,6.3,0,1,0.92,688800,688.8,7,0,0,0,62,41
2017-01-07 12:00,8.1,0,1,1.2,819600,819.6,5,0,0,0,55,38
2017-01-07 13:00,8.8,0,1,1.09,655200,655.2,3,0,0,0,78,55
2017-01-07 14:00,10.3,0,1,1.11,526800,526.8,4,0,0,0,82,60
2017-01-07 15:00,9.7,0,1,0.87,252000,252,7,0,0,0,82,59
2017-01-07 16:00,8.9,0,0.6,0.46,98400,98.4,7,0,0,0,81,62
2017-01-07 17:00,8,0,0.2,0.27,2400,2.4,6,0,0,0,89,56
2017-01-07 18:00,5.6,0,0,0.01,0,0,7,0,0,0,112,76
2017-01-07 19:00,4.2,0,0,0,0,0,0,0,0,0,98,71
2017-01-07 20:00,3.3,0,0,0,0,0,0,0,0,0,69,48
2017-01-07 21:00,2.9,0,0,0,0,0,0,0,0,0,64,44
2017-01-07 22:00,2.3,0,0,0,0,0,0,0,0,0,84,61
2017-01-07 23:00,2.1,0,0,0,0,0,0,2,74,0,71,43
2017-01-08 0:00,2.5,0,0,0,0,0,8,0,0,0,78,53
2017-01-08 1:00,3.1,0,0,0,0,0,0,5,30,0,85,55
2017-01-08 2:00,3.7,0,0,0,0,0,0,1,39,0,77,55
2017-01-08 3:00,5.4,0,0,0,0,0,9,9,35,0,62,38
2017-01-08 4:00,5.5,0,0,0,0,0,3,3,35,0,46,30
2017-01-08 5:00,5.2,0,0,0,0,0,3,0,0,0,37,23
2017-01-08 6:00,3.1,0,0,0,0,0,5,5,35,0,34,22
2017-01-08 7:00,5.2,0,0,0,0,0,3,3,35,0,26,15
2017-01-08 8:00,2.9,0,0,0,31200,31.2,3,3,38,0,35,23
2017-01-08 9:00,5.9,0,0.9,0.22,181200,181.2,1,1,38,0,61,35
2017-01-08 10:00,8.3,0,0.8,0.65,320400,320.4,7,7,38,0,48,27
2017-01-08 11:00,9.5,0,0.2,0.75,595200,595.2,4,4,35,0,28,16
2017-01-08 12:00,10.8,0,1,1.38,289200,289.2,7,7,35,0,22,12
2017-01-08 13:00,11.2,0,0,0.74,289200,289.2,8,8,29,0,18,11
2017-01-08 14:00,11.7,0,0,0.74,176400,176.4,9,9,28,0,49,35
2017-01-08 15:00,11.1,0,0.1,0.52,156000,156,8,8,27,0,52,33
2017-01-08 16:00,10.5,0,0,0.33,68400,68.4,10,4,10,0,39,20
2017-01-08 17:00,9.6,0,0,0.16,3600,3.6,10,3,10,0,42,27
2017-01-08 18:00,8.6,0,0,0.01,0,0,9,9,25,0,38,28
2017-01-08 19:00,7.2,0,0,0,0,0,0,4,24,0,35,22
2017-01-08 20:00,6.9,0,0,0,0,0,0,9,20,0,37,22
2017-01-08 21:00,6.4,0,0,0,0,0,10,7,10,0,38,24
2017-01-08 22:00,6.1,0,0,0,0,0,0,5,9,0,49,33
2017-01-08 23:00,5.4,0,0,0,0,0,10,7,9,0,50,35
2017-01-09 0:00,5.2,0,0,0,0,0,10,7,0,0,53,38
2017-01-09 1:00,5,0,0,0,0,0,0,9,9,0,55,37
2017-01-09 2:00,4.6,0,0,0,0,0,10,7,7,0,58,42
2017-01-09 3:00,4.1,0,0,0,0,0,10,7,7,0,70,52
2017-01-09 4:00,3.8,0,0,0,0,0,10,7,7,0,64,52
2017-01-09 5:00,3.8,0,0,0,0,0,10,7,8,0,51,40
2017-01-09 6:00,3.6,0.2,0,0,0,0,10,7,8,0,54,41
2017-01-09 7:00,3.5,0,0,0,0,0,10,7,9,0,50,34
2017-01-09 8:00,3,0,0,0,28800,28.8,6,6,9,0,56,44
2017-01-09 9:00,2.8,0,0,0.05,80400,80.4,6,6,9,0,93,79
2017-01-09 10:00,3.3,0,0.2,0.25,303600,303.6,8,8,9,0,100,87
2017-01-09 11:00,4.3,0,0.2,0.49,630000,630,3,3,10,0,97,80
2017-01-09 12:00,4.2,0,0.6,0.86,661200,661.2,6,6,8,0,83,65
2017-01-09 13:00,5,0,0.8,1.16,920400,920.4,3,3,8,0,71,48
2017-01-09 14:00,5.2,0,1,1.38,739200,739.2,2,2,10,0,72,51
2017-01-09 15:00,5.2,0,1,1.16,450000,450,0,0,0,0,67,44
2017-01-09 16:00,4,0,1,0.74,157200,157.2,0,0,0,0,63,44
2017-01-09 17:00,3,0,1,0.33,9600,9.6,0,0,0,0,61,43
2017-01-09 18:00,1.8,0,0.2,0.03,0,0,0,0,0,0,50,39
2017-01-09 19:00,1.2,0,0,0,0,0,0,0,0,0,44,34
2017-01-09 20:00,0.4,0,0,0,0,0,0,0,0,0,51,35
2017-01-09 21:00,-0.2,0,0,0,0,0,0,0,0,0,46,30
2017-01-09 22:00,-0.7,0,0,0,0,0,0,0,0,0,44,33
2017-01-09 23:00,-1.3,0,0,0,0,0,0,0,0,0,48,34
2017-01-10 0:00,-2.1,0,0,0,0,0,0,0,0,0,47,37
2017-01-10 1:00,-2.4,0,0,0,0,0,0,0,0,0,41,28
2017-01-10 2:00,-2.9,0,0,0,0,0,0,0,0,0,33,22
2017-01-10 3:00,-3.3,0,0,0,0,0,0,0,0,0,35,19
2017-01-10 4:00,-3.6,0,0,0,0,0,0,0,0,0,36,17
2017-01-10 5:00,-3.9,0,0,0,0,0,0,0,0,0,36,16
2017-01-10 6:00,-4,0,0,0,0,0,0,0,0,0,35,17
2017-01-10 7:00,-5.4,0,0,0,0,0,0,0,0,0,39,20
2017-01-10 8:00,-4.4,0,0,0,27600,27.6,0,0,0,0,39,21
2017-01-10 9:00,-1.6,0,1,0.23,188400,188.4,0,0,0,0,59,32
2017-01-10 10:00,-0.1,0,1,0.69,291600,291.6,1,0,0,0,59,32
2017-01-10 11:00,1.1,0,1,0.97,470400,470.4,4,4,9,0,59,32
2017-01-10 12:00,1,0,0.8,1,668400,668.4,7,7,7,0,59,32
2017-01-10 13:00,1.7,0,0.6,1.02,916800,916.8,6,6,8,0,29,19
2017-01-10 14:00,2,0,0.9,1,741600,741.6,4,4,12,0,46,26
2017-01-10 15:00,2.8,0,1,1.12,534000,534,2,2,12,0,44,20
2017-01-10 16:00,0.4,0,1,0.85,178800,178.8,3,0,0,0,34,14
2017-01-10 17:00,-0.8,0,1,0.39,7200,7.2,1,0,0,0,34,15
2017-01-10 18:00,-1.9,0,0.3,0.02,0,0,0,0,0,0,31,16
2017-01-10 19:00,-2.4,0,0,0,0,0,0,0,0,0,31,17
2017-01-10 20:00,-2.8,0,0,0,0,0,0,0,0,0,25,16
2017-01-10 21:00,-3.4,0,0,0,0,0,0,0,0,0,22,13
2017-01-10 22:00,-4.3,0,0,0,0,0,0,0,0,0,23,12
2017-01-10 23:00,-5.4,0,0,0,0,0,0,0,0,0,24,13
2017-01-11 0:00,-5.9,0,0,0,0,0,0,0,0,0,21,11
2017-01-11 1:00,-6.3,0,0,0,0,0,0,0,0,0,18,10
2017-01-11 2:00,-6.3,0,0,0,0,0,0,0,0,0,17,14
2017-01-11 3:00,-6.4,0,0,0,0,0,0,0,0,0,18,12
2017-01-11 4:00,-7.2,0,0,0,0,0,0,0,0,0,19,14
2017-01-11 5:00,-7.2,0,0,0,0,0,0,0,0,0,24,14
2017-01-11 6:00,-7.8,0,0,0,0,0,0,0,0,0,27,15
2017-01-11 7:00,-8,0,0,0,0,0,0,0,0,0,36,22
2017-01-11 8:00,-8.2,0,0,0,34800,34.8,0,0,0,0,67,33
2017-01-11 9:00,-6,0,1,0.25,206400,206.4,0,0,0,0,53,24
2017-01-11 10:00,-4,0,1,0.67,330000,330,2,0,0,0,44,22
2017-01-11 11:00,-2.7,0,1,1.09,898800,898.8,0,0,0,0,44,25
2017-01-11 12:00,-1,0,1,1.36,822000,822,0,0,0,0,35,24
2017-01-11 13:00,0.7,0,1,1.39,488400,488.4,6,6,13,0,33,20
2017-01-11 14:00,0.5,0,0.1,0.66,601200,601.2,7,7,10,0,26,13
2017-01-11 15:00,1.5,0,0.8,1.13,399600,399.6,4,4,11,0,27,15
2017-01-11 16:00,0.7,0,0.9,0.65,175200,175.2,4,4,11,0,28,14
2017-01-11 17:00,0.3,0,0.9,0.28,8400,8.4,0,0,0,0,33,19
2017-01-11 18:00,-1.1,0,0.3,0.03,0,0,0,0,0,0,28,18
2017-01-11 19:00,-1.8,0,0,0,0,0,0,0,0,0,32,31
2017-01-11 20:00,-2.4,0,0,0,0,0,0,0,0,0,40,25
2017-01-11 21:00,-2.5,0,0,0,0,0,0,0,0,0,33,20
2017-01-11 22:00,-2.7,0,0,0,0,0,0,5,16,0,31,20
2017-01-11 23:00,-2.3,0,0,0,0,0,0,1,16,0,27,19
2017-01-12 0:00,-2.1,0,0,0,0,0,8,8,0,0,32,24
2017-01-12 1:00,-2.1,0,0,0,0,0,9,9,9,0,31,23
2017-01-12 2:00,-1.8,0,0,0,0,0,10,10,9,0.1,44,27
2017-01-12 3:00,-1.7,0.3,0,0,0,0,10,10,8,0.6,47,27
2017-01-12 4:00,-1.8,0,0,0,0,0,10,10,8,1.3,59,40
2017-01-12 5:00,-1.4,0,0,0,0,0,10,10,6,2.5,60,36
2017-01-12 6:00,-1,0.9,0,0,0,0,10,10,6,3,56,36
2017-01-12 7:00,-0.5,0,0,0,0,0,10,10,6,4,61,38
2017-01-12 8:00,-0.4,0,0,0,4800,4.8,10,10,7,5,70,48
2017-01-12 9:00,-0.1,0.7,0,0.03,117600,117.6,9,9,8,5.2,56,41
2017-01-12 10:00,0.5,0,0.5,0.17,331200,331.2,3,3,10,4.5,35,33
2017-01-12 11:00,1.3,0,1,0.56,878400,878.4,0,0,0,4,38,20
2017-01-12 12:00,1.9,0,1,0.66,962400,962.4,0,0,0,3,52,29
2017-01-12 13:00,2.6,0,0.9,1.23,622800,622.8,2,2,10,0,51,30
2017-01-12 14:00,2.3,0,0.6,1.05,733200,733.2,4,4,10,0,50,27
2017-01-12 15:00,2,0,1,1.15,516000,516,3,0,0,0,38,16
2017-01-12 16:00,0.6,0,1,0.75,200400,200.4,2,0,0,0,41,20
2017-01-12 17:00,-0.1,0,1,0.4,8400,8.4,0,0,0,0,40,19
2017-01-12 18:00,-1.5,0,0.4,0.04,0,0,0,0,0,0,32,17
2017-01-12 19:00,-2.1,0,0,0,0,0,0,0,0,0,30,15
2017-01-12 20:00,-2.7,0,0,0,0,0,0,0,0,0,27,15
2017-01-12 21:00,-3.2,0,0,0,0,0,0,0,0,0,33,16
2017-01-12 22:00,-3.9,0,0,0,0,0,0,0,0,0,22,15
2017-01-12 23:00,-4.4,0,0,0,0,0,0,0,0,0,22,14
2017-01-13 0:00,-4.8,0,0,0,0,0,0,0,0,0,21,15
2017-01-13 1:00,-5.6,0,0,0,0,0,0,0,0,0,21,12
2017-01-13 2:00,-5.7,0,0,0,0,0,0,0,0,0,21,12
2017-01-13 3:00,-5.9,0,0,0,0,0,0,0,0,0,26,15
2017-01-13 4:00,-6.8,0,0,0,0,0,0,0,0,0,28,18
2017-01-13 5:00,-7.2,0,0,0,0,0,2,2,12,0,22,13
2017-01-13 6:00,-6.4,0,0,0,0,0,2,2,10,0,19,11
2017-01-13 7:00,-6.2,0,0,0,0,0,6,6,13,0,25,15
2017-01-13 8:00,-6.4,0,0,0,40800,40.8,7,7,13,0,26,12
2017-01-13 9:00,-4.9,0,0.3,0.17,192000,192,3,3,13,0,28,14
2017-01-13 10:00,-3.8,0,0.6,0.48,165600,165.6,7,7,10,0,32,18
2017-01-13 11:00,-4,0,0,0.5,115200,115.2,9,9,10,0,51,16
2017-01-13 12:00,-5.4,0.4,0,0.42,944400,944.4,9,9,8,0.5,36,16
2017-01-13 13:00,-2.7,0,0.8,1.28,912000,912,5,5,8,0,34,23
2017-01-13 14:00,-0.6,0,1,1.46,823200,823.2,7,7,8,0,36,21
2017-01-13 15:00,-1.8,0,1,1.1,438000,438,4,4,8,0,37,23
2017-01-13 16:00,-2.4,0,1,0.84,189600,189.6,3,3,10,0,40,20
2017-01-13 17:00,-2.6,0,0.9,0.29,10800,10.8,0,0,0,0,41,20
2017-01-13 18:00,-3.4,0,0.3,0.03,0,0,0,0,0,0,36,19
2017-01-13 19:00,-3.9,0,0,0,0,0,0,0,0,0,39,16
2017-01-13 20:00,-4.3,0,0,0,0,0,0,0,0,0,40,19
2017-01-13 21:00,-5.7,0,0,0,0,0,0,0,0,0,46,19
2017-01-13 22:00,-6.7,0,0,0,0,0,0,0,0,0,60,19
2017-01-13 23:00,-7,0,0,0,0,0,0,0,0,0,69,17
2017-01-14 0:00,-7.1,0,0,0,0,0,0,0,0,0,73,18
2017-01-14 1:00,-7.3,0,0,0,0,0,0,0,0,0,69,16
2017-01-14 2:00,-7.6,0,0,0,0,0,0,0,0,0,68,15
2017-01-14 3:00,-7.7,0,0,0,0,0,0,0,0,0,71,18
2017-01-14 4:00,-7.9,0,0,0,0,0,0,0,0,0,62,15
2017-01-14 5:00,-7.9,0,0,0,0,0,0,0,0,0,50,13
2017-01-14 6:00,-8.4,0,0,0,0,0,0,0,0,0,35,11
2017-01-14 7:00,-8.5,0,0,0,0,0,0,0,0,0,30,9
2017-01-14 8:00,-8.7,0,0,0,25200,25.2,0,0,0,0,36,13
2017-01-14 9:00,-8.1,0,1,0.28,205200,205.2,0,0,0,0,37,12
2017-01-14 10:00,-6.7,0,1,0.79,363600,363.6,0,0,0,0,44,15
2017-01-14 11:00,-6.8,0,1,1.24,1146000,1146,0,0,0,0,46,14
2017-01-14 12:00,-6.3,0,1,1.54,1197600,1197.6,0,0,0,0,45,15
2017-01-14 13:00,-4.8,0,1,1.67,1107600,1107.6,0,0,0,0,40,11
2017-01-14 14:00,-4.4,0,1,1.58,901200,901.2,0,0,0,0,38,13
2017-01-14 15:00,-4.3,0,1,1.33,578400,578.4,0,0,0,0,41,14
2017-01-14 16:00,-5,0,1,0.91,210000,210,0,0,0,0,51,17
2017-01-14 17:00,-5.5,0,1,0.43,10800,10.8,0,0,0,0,54,16
2017-01-14 18:00,-6.4,0,0.3,0.05,0,0,0,0,0,0,51,16
2017-01-14 19:00,-7,0,0,0,0,0,0,0,0,0,46,13
2017-01-14 20:00,-7.2,0,0,0,0,0,0,0,0,0,49,14
2017-01-14 21:00,-7.4,0,0,0,0,0,0,0,0,0,51,14
2017-01-14 22:00,-7.6,0,0,0,0,0,0,0,0,0,37,14
2017-01-14 23:00,-8.1,0,0,0,0,0,0,0,0,0,26,13
2017-01-15 0:00,-8.6,0,0,0,0,0,0,0,0,0,23,13
2017-01-15 1:00,-9.1,0,0,0,0,0,0,0,0,0,25,13
2017-01-15 2:00,-9.3,0,0,0,0,0,0,0,0,0,22,14
2017-01-15 3:00,-9.6,0,0,0,0,0,0,0,0,0,21,13
2017-01-15 4:00,-10.1,0,0,0,0,0,0,0,0,0,22,16
2017-01-15 5:00,-10,0,0,0,0,0,0,0,0,0,24,15
2017-01-15 6:00,-10.2,0,0,0,0,0,0,0,0,0,22,14
2017-01-15 7:00,-10.4,0,0,0,0,0,0,0,0,0,24,16
2017-01-15 8:00,-10.4,0,0,0,26400,26.4,0,0,0,0,27,18
2017-01-15 9:00,-7.9,0,1,0.29,196800,196.8,0,0,0,0,26,14
2017-01-15 10:00,-6.8,0,1,0.76,362400,362.4,0,0,0,0,27,16
2017-01-15 11:00,-5.7,0,1,1.22,1108800,1108.8,0,0,0,0,28,14
2017-01-15 12:00,-3.3,0,1,1.52,1142400,1142.4,0,0,0,0,28,18
2017-01-15 13:00,-2.7,0,1,1.64,1069200,1069.2,0,0,0,0,27,16
2017-01-15 14:00,-1.5,0,1,1.56,876000,876,0,0,0,0,28,20
2017-01-15 15:00,-0.2,0,1,1.31,576000,576,0,0,0,0,27,20
